id,title,price,rating,in_stock,category,scraped_at
2658,A Study in Scarlet (Sherlock Holmes #1),16.73,2,1,Mystery,2026-03-07 12:46:11.335031
2659,Poisonous (Max Revere Novels #3),26.8,3,1,Mystery,2026-03-07 12:46:11.335491
2660,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,1,Mystery,2026-03-07 12:46:11.335942
2661,Most Wanted,35.28,3,1,Mystery,2026-03-07 12:46:11.336394
2662,Hide Away (Eve Duncan #20),11.84,1,1,Mystery,2026-03-07 12:46:11.336854
2663,Boar Island (Anna Pigeon #19),59.48,3,1,Mystery,2026-03-07 12:46:11.337309
2664,The Widow,27.26,2,1,Mystery,2026-03-07 12:46:11.337764
2665,Playing with Fire,13.71,3,1,Mystery,2026-03-07 12:46:11.338207
2666,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,1,Mystery,2026-03-07 12:46:11.338659
2667,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,1,Mystery,2026-03-07 12:46:11.339156
2668,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,1,Mystery,2026-03-07 12:46:11.339667
2669,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,1,Mystery,2026-03-07 12:46:11.971221
2670,In the Woods (Dublin Murder Squad #1),38.38,2,1,Mystery,2026-03-07 12:46:11.974427
2671,The Silkworm (Cormoran Strike #2),23.05,5,1,Mystery,2026-03-07 12:46:11.974773
2672,The Exiled,43.45,3,1,Mystery,2026-03-07 12:46:11.975056
2673,The Cuckoo's Calling (Cormoran Strike #1),19.21,1,1,Mystery,2026-03-07 12:46:11.975344
2674,Extreme Prey (Lucas Davenport #26),25.4,3,1,Mystery,2026-03-07 12:46:11.975622
2675,Career of Evil (Cormoran Strike #3),24.72,2,1,Mystery,2026-03-07 12:46:11.975910
2676,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,1,Mystery,2026-03-07 12:46:11.976187
2677,The Girl You Lost,12.29,5,1,Mystery,2026-03-07 12:46:11.976464
2678,The Girl In The Ice (DCI Erika Foster #1),15.85,3,1,Mystery,2026-03-07 12:46:11.976742
2679,Blood Defense (Samantha Brinkman #1),20.3,3,1,Mystery,2026-03-07 12:46:11.977017
2680,1st to Die (Women's Murder Club #1),53.98,1,1,Mystery,2026-03-07 12:46:11.977293
2681,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,1,Science_Fiction,2026-03-07 12:46:12.605969
2682,Join,35.67,5,1,Science_Fiction,2026-03-07 12:46:12.609112
2683,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,1,Science_Fiction,2026-03-07 12:46:12.609435
2684,The Project,10.65,1,1,Science_Fiction,2026-03-07 12:46:12.609725
2685,Soft Apocalypse,26.12,2,1,Science_Fiction,2026-03-07 12:46:12.610004
2686,Sleeping Giants (Themis Files #1),48.74,1,1,Science_Fiction,2026-03-07 12:46:12.610282
2687,Arena,21.36,4,1,Science_Fiction,2026-03-07 12:46:12.610572
2688,Foundation (Foundation (Publication Order) #1),32.42,1,1,Science_Fiction,2026-03-07 12:46:12.610850
2689,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,1,Science_Fiction,2026-03-07 12:46:12.611130
2690,Ready Player One,19.07,4,1,Science_Fiction,2026-03-07 12:46:12.611408
2691,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,1,Science_Fiction,2026-03-07 12:46:12.611687
2692,Dune (Dune #1),54.86,1,1,Science_Fiction,2026-03-07 12:46:12.611966
2693,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,1,Science_Fiction,2026-03-07 12:46:12.612345
2694,Three Wishes (River of Time: California #1),44.18,2,1,Science_Fiction,2026-03-07 12:46:12.612676
2695,The Last Girl (The Dominion Trilogy #1),36.26,2,1,Science_Fiction,2026-03-07 12:46:12.612955
2696,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,1,Science_Fiction,2026-03-07 12:46:12.613231
2697,Sapiens: A Brief History of Humankind,54.23,5,1,History,2026-03-07 12:46:13.244045
2698,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,1,History,2026-03-07 12:46:13.245578
2699,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,1,History,2026-03-07 12:46:13.245892
2700,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,1,History,2026-03-07 12:46:13.246258
2701,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,1,History,2026-03-07 12:46:13.246721
2702,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,1,History,2026-03-07 12:46:13.247331
2703,A Distant Mirror: The Calamitous 14th Century,14.58,3,1,History,2026-03-07 12:46:13.247781
2704,1491: New Revelations of the Americas Before Columbus,21.8,3,1,History,2026-03-07 12:46:13.248067
2705,Brilliant Beacons: A History of the American Lighthouse,11.45,3,1,History,2026-03-07 12:46:13.248335
2706,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,1,History,2026-03-07 12:46:13.248605
2707,A Short History of Nearly Everything,52.4,5,1,History,2026-03-07 12:46:13.249121
2708,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,1,History,2026-03-07 12:46:13.249460
2709,Catherine the Great: Portrait of a Woman,58.55,4,1,History,2026-03-07 12:46:13.249729
2710,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,1,History,2026-03-07 12:46:13.250006
2711,The Hiding Place,55.91,4,1,History,2026-03-07 12:46:13.250271
2712,America's War for the Greater Middle East: A Military History,51.22,2,1,History,2026-03-07 12:46:13.250535
2713,The Guns of August,14.54,2,1,History,2026-03-07 12:46:13.250836
2714,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,1,History,2026-03-07 12:46:13.251106
2715,Birdsong: A Story in Pictures,54.64,3,1,Childrens,2026-03-07 12:46:13.867210
2716,The Bear and the Piano,36.89,1,1,Childrens,2026-03-07 12:46:13.870552
2717,The Secret of Dreadwillow Carse,56.13,1,1,Childrens,2026-03-07 12:46:13.870925
2718,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,4,1,Childrens,2026-03-07 12:46:13.871235
2719,Little Red,13.47,3,1,Childrens,2026-03-07 12:46:13.871556
2720,Walt Disney's Alice in Wonderland,12.96,5,1,Childrens,2026-03-07 12:46:13.871867
2721,Twenty Yawns,22.08,2,1,Childrens,2026-03-07 12:46:13.872249
2722,Rain Fish,23.57,3,1,Childrens,2026-03-07 12:46:13.872635
2723,Once Was a Time,18.28,2,1,Childrens,2026-03-07 12:46:13.873020
2724,Luis Paints the World,53.95,3,1,Childrens,2026-03-07 12:46:13.873400
2725,Nap-a-Roo,25.08,1,1,Childrens,2026-03-07 12:46:13.873788
2726,The Whale,35.96,4,1,Childrens,2026-03-07 12:46:13.874170
2727,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,1,Childrens,2026-03-07 12:46:13.874548
2728,Raymie Nightingale,34.41,2,1,Childrens,2026-03-07 12:46:13.874906
2729,Playing from the Heart,32.38,1,1,Childrens,2026-03-07 12:46:13.875259
2730,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,1,Childrens,2026-03-07 12:46:13.875611
2731,The Wild Robot,56.07,3,1,Childrens,2026-03-07 12:46:13.875959
2732,The Thing About Jellyfish,48.77,1,1,Childrens,2026-03-07 12:46:13.876306
2733,The Lonely Ones,43.59,5,1,Childrens,2026-03-07 12:46:13.876654
2734,The Day the Crayons Came Home (Crayons),26.33,5,1,Childrens,2026-03-07 12:46:13.877003
2735,The Cat in the Hat (Beginner Books B-1),16.26,2,1,Childrens,2026-03-07 12:46:14.373426
2736,Red: The True Story of Red Riding Hood,28.54,3,1,Childrens,2026-03-07 12:46:14.376370
2737,Horrible Bear!,37.52,2,1,Childrens,2026-03-07 12:46:14.376677
2738,Green Eggs and Ham (Beginner Books B-16),10.79,4,1,Childrens,2026-03-07 12:46:14.376972
2739,Counting Thyme,10.62,1,1,Childrens,2026-03-07 12:46:14.377232
2740,Are We There Yet?,10.66,3,1,Childrens,2026-03-07 12:46:14.377490
2741,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,1,Childrens,2026-03-07 12:46:14.377757
2742,Matilda,28.34,1,1,Childrens,2026-03-07 12:46:14.378016
2743,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,1,Childrens,2026-03-07 12:46:14.378274
2744,Sophie's World,15.94,5,1,Philosophy,2026-03-07 12:46:14.995836
2745,The Death of Humanity: and the Case for Life,58.11,4,1,Philosophy,2026-03-07 12:46:14.998842
2746,The Stranger,17.44,4,1,Philosophy,2026-03-07 12:46:14.999140
2747,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,1,Philosophy,2026-03-07 12:46:14.999406
2748,Kierkegaard: A Christian Missionary to Christians,47.13,1,1,Philosophy,2026-03-07 12:46:14.999669
2749,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,1,Philosophy,2026-03-07 12:46:15.000028
2750,Critique of Pure Reason,20.75,1,1,Philosophy,2026-03-07 12:46:15.000413
2751,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,1,Philosophy,2026-03-07 12:46:15.000677
2752,The Nicomachean Ethics,36.34,1,1,Philosophy,2026-03-07 12:46:15.000941
2753,Meditations,25.89,2,1,Philosophy,2026-03-07 12:46:15.001202
2754,Beyond Good and Evil,43.38,1,1,Philosophy,2026-03-07 12:46:15.001457
2755,The Book of Basketball: The NBA According to The Sports Guy,44.84,5,1,Sports_And_Games,2026-03-07 14:48:33.514042
2756,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,1,Sports_And_Games,2026-03-07 14:48:33.515840
2757,Sugar Rush (Offensive Line #2),24.42,1,1,Sports_And_Games,2026-03-07 14:48:33.516281
2758,Settling the Score (The Summer Games #1),44.91,2,1,Sports_And_Games,2026-03-07 14:48:33.516711
2759,Icing (Aces Hockey #2),40.44,4,1,Sports_And_Games,2026-03-07 14:48:33.517142
2760,It's Only the Himalayas,45.17,2,1,Travel,2026-03-07 14:48:34.169966
2761,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,1,Travel,2026-03-07 14:48:34.176261
2762,See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,1,Travel,2026-03-07 14:48:34.176570
2763,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,1,Travel,2026-03-07 14:48:34.176846
2764,Under the Tuscan Sun,37.33,3,1,Travel,2026-03-07 14:48:34.177111
2765,A Summer In Europe,44.34,2,1,Travel,2026-03-07 14:48:34.177375
2766,The Great Railway Bazaar,30.54,1,1,Travel,2026-03-07 14:48:34.177652
2767,A Year in Provence (Provence #1),56.88,4,1,Travel,2026-03-07 14:48:34.177915
2768,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,1,Travel,2026-03-07 14:48:34.178172
2769,Neither Here nor There: Travels in Europe,38.95,3,1,Travel,2026-03-07 14:48:34.178428
2770,"1,000 Places to See Before You Die",26.08,5,1,Travel,2026-03-07 14:48:34.178686
2771,Sharp Objects,47.82,4,1,Mystery,2026-03-07 14:48:34.810464
2772,"In a Dark, Dark Wood",19.63,1,1,Mystery,2026-03-07 14:48:34.814949
2773,The Past Never Ends,56.5,4,1,Mystery,2026-03-07 14:48:34.815310
2774,A Murder in Time,16.64,1,1,Mystery,2026-03-07 14:48:34.815608
2775,The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,1,Mystery,2026-03-07 14:48:34.815891
2776,The Last Mile (Amos Decker #2),54.21,2,1,Mystery,2026-03-07 14:48:34.816185
2777,That Darkness (Gardiner and Renner #1),13.92,1,1,Mystery,2026-03-07 14:48:34.816473
2778,Tastes Like Fear (DI Marnie Rome #3),10.69,1,1,Mystery,2026-03-07 14:48:34.816756
2779,A Time of Torment (Charlie Parker #14),48.35,5,1,Mystery,2026-03-07 14:48:34.817042
2780,A Study in Scarlet (Sherlock Holmes #1),16.73,2,1,Mystery,2026-03-07 14:48:34.817328
2781,Poisonous (Max Revere Novels #3),26.8,3,1,Mystery,2026-03-07 14:48:34.817607
2782,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,1,Mystery,2026-03-07 14:48:34.817884
2783,Most Wanted,35.28,3,1,Mystery,2026-03-07 14:48:34.818173
2784,Hide Away (Eve Duncan #20),11.84,1,1,Mystery,2026-03-07 14:48:34.818448
2785,Boar Island (Anna Pigeon #19),59.48,3,1,Mystery,2026-03-07 14:48:34.818724
2786,The Widow,27.26,2,1,Mystery,2026-03-07 14:48:34.818998
2787,Playing with Fire,13.71,3,1,Mystery,2026-03-07 14:48:34.819271
2788,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,1,Mystery,2026-03-07 14:48:34.819547
2789,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,1,Mystery,2026-03-07 14:48:34.819822
2790,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,1,Mystery,2026-03-07 14:48:34.820103
2791,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,1,Mystery,2026-03-07 14:48:35.462299
2792,In the Woods (Dublin Murder Squad #1),38.38,2,1,Mystery,2026-03-07 14:48:35.466833
2793,The Silkworm (Cormoran Strike #2),23.05,5,1,Mystery,2026-03-07 14:48:35.467140
2794,The Exiled,43.45,3,1,Mystery,2026-03-07 14:48:35.467410
2795,The Cuckoo's Calling (Cormoran Strike #1),19.21,1,1,Mystery,2026-03-07 14:48:35.467679
2796,Extreme Prey (Lucas Davenport #26),25.4,3,1,Mystery,2026-03-07 14:48:35.467949
2797,Career of Evil (Cormoran Strike #3),24.72,2,1,Mystery,2026-03-07 14:48:35.468205
2798,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,1,Mystery,2026-03-07 14:48:35.468587
2799,The Girl You Lost,12.29,5,1,Mystery,2026-03-07 14:48:35.469061
2800,The Girl In The Ice (DCI Erika Foster #1),15.85,3,1,Mystery,2026-03-07 14:48:35.469349
2801,Blood Defense (Samantha Brinkman #1),20.3,3,1,Mystery,2026-03-07 14:48:35.469607
2802,1st to Die (Women's Murder Club #1),53.98,1,1,Mystery,2026-03-07 14:48:35.469861
2803,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,1,Science_Fiction,2026-03-07 14:48:36.096160
2804,Join,35.67,5,1,Science_Fiction,2026-03-07 14:48:36.097595
2805,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,1,Science_Fiction,2026-03-07 14:48:36.097889
2806,The Project,10.65,1,1,Science_Fiction,2026-03-07 14:48:36.098164
2807,Soft Apocalypse,26.12,2,1,Science_Fiction,2026-03-07 14:48:36.098424
2808,Sleeping Giants (Themis Files #1),48.74,1,1,Science_Fiction,2026-03-07 14:48:36.098683
2809,Arena,21.36,4,1,Science_Fiction,2026-03-07 14:48:36.098954
2810,Foundation (Foundation (Publication Order) #1),32.42,1,1,Science_Fiction,2026-03-07 14:48:36.099216
2811,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,1,Science_Fiction,2026-03-07 14:48:36.099473
2812,Ready Player One,19.07,4,1,Science_Fiction,2026-03-07 14:48:36.099730
2813,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,1,Science_Fiction,2026-03-07 14:48:36.099985
2814,Dune (Dune #1),54.86,1,1,Science_Fiction,2026-03-07 14:48:36.100247
2815,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,1,Science_Fiction,2026-03-07 14:48:36.100501
2816,Three Wishes (River of Time: California #1),44.18,2,1,Science_Fiction,2026-03-07 14:48:36.100756
2817,The Last Girl (The Dominion Trilogy #1),36.26,2,1,Science_Fiction,2026-03-07 14:48:36.101036
2818,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,1,Science_Fiction,2026-03-07 14:48:36.101334
2819,Sapiens: A Brief History of Humankind,54.23,5,1,History,2026-03-07 14:48:36.721374
2820,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,1,History,2026-03-07 14:48:36.731127
2821,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,1,History,2026-03-07 14:48:36.731472
2822,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,1,History,2026-03-07 14:48:36.731783
2823,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,1,History,2026-03-07 14:48:36.732092
2824,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,1,History,2026-03-07 14:48:36.732413
2825,A Distant Mirror: The Calamitous 14th Century,14.58,3,1,History,2026-03-07 14:48:36.732721
2826,1491: New Revelations of the Americas Before Columbus,21.8,3,1,History,2026-03-07 14:48:36.733023
2827,Brilliant Beacons: A History of the American Lighthouse,11.45,3,1,History,2026-03-07 14:48:36.733326
2828,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,1,History,2026-03-07 14:48:36.733627
2829,A Short History of Nearly Everything,52.4,5,1,History,2026-03-07 14:48:36.733933
2830,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,1,History,2026-03-07 14:48:36.734444
2831,Catherine the Great: Portrait of a Woman,58.55,4,1,History,2026-03-07 14:48:36.734959
2832,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,1,History,2026-03-07 14:48:36.735495
2833,The Hiding Place,55.91,4,1,History,2026-03-07 14:48:36.735984
2834,America's War for the Greater Middle East: A Military History,51.22,2,1,History,2026-03-07 14:48:36.736536
2835,The Guns of August,14.54,2,1,History,2026-03-07 14:48:36.737004
2836,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,1,History,2026-03-07 14:48:36.737323
2837,Birdsong: A Story in Pictures,54.64,3,1,Childrens,2026-03-07 14:48:37.374113
2838,The Bear and the Piano,36.89,1,1,Childrens,2026-03-07 14:48:37.378521
2839,The Secret of Dreadwillow Carse,56.13,1,1,Childrens,2026-03-07 14:48:37.378834
2840,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,4,1,Childrens,2026-03-07 14:48:37.379101
2841,Little Red,13.47,3,1,Childrens,2026-03-07 14:48:37.379370
2842,Walt Disney's Alice in Wonderland,12.96,5,1,Childrens,2026-03-07 14:48:37.379633
2843,Twenty Yawns,22.08,2,1,Childrens,2026-03-07 14:48:37.379907
2844,Rain Fish,23.57,3,1,Childrens,2026-03-07 14:48:37.380172
2845,Once Was a Time,18.28,2,1,Childrens,2026-03-07 14:48:37.380429
2846,Luis Paints the World,53.95,3,1,Childrens,2026-03-07 14:48:37.380685
2847,Nap-a-Roo,25.08,1,1,Childrens,2026-03-07 14:48:37.380939
2848,The Whale,35.96,4,1,Childrens,2026-03-07 14:48:37.381194
2849,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,1,Childrens,2026-03-07 14:48:37.381450
2850,Raymie Nightingale,34.41,2,1,Childrens,2026-03-07 14:48:37.381708
2851,Playing from the Heart,32.38,1,1,Childrens,2026-03-07 14:48:37.381974
2852,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,1,Childrens,2026-03-07 14:48:37.382232
2853,The Wild Robot,56.07,3,1,Childrens,2026-03-07 14:48:37.382487
2854,The Thing About Jellyfish,48.77,1,1,Childrens,2026-03-07 14:48:37.382742
2855,The Lonely Ones,43.59,5,1,Childrens,2026-03-07 14:48:37.382999
2856,The Day the Crayons Came Home (Crayons),26.33,5,1,Childrens,2026-03-07 14:48:37.383254
2857,The Cat in the Hat (Beginner Books B-1),16.26,2,1,Childrens,2026-03-07 14:48:38.016332
2858,Red: The True Story of Red Riding Hood,28.54,3,1,Childrens,2026-03-07 14:48:38.020946
2859,Horrible Bear!,37.52,2,1,Childrens,2026-03-07 14:48:38.021493
2860,Green Eggs and Ham (Beginner Books B-16),10.79,4,1,Childrens,2026-03-07 14:48:38.021824
2861,Counting Thyme,10.62,1,1,Childrens,2026-03-07 14:48:38.022093
2862,Are We There Yet?,10.66,3,1,Childrens,2026-03-07 14:48:38.022372
2863,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,1,Childrens,2026-03-07 14:48:38.022634
2864,Matilda,28.34,1,1,Childrens,2026-03-07 14:48:38.022894
2865,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,1,Childrens,2026-03-07 14:48:38.023184
2866,Sophie's World,15.94,5,1,Philosophy,2026-03-07 14:48:38.638820
2867,The Death of Humanity: and the Case for Life,58.11,4,1,Philosophy,2026-03-07 14:48:38.643624
2868,The Stranger,17.44,4,1,Philosophy,2026-03-07 14:48:38.643945
2869,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,1,Philosophy,2026-03-07 14:48:38.644214
2870,Kierkegaard: A Christian Missionary to Christians,47.13,1,1,Philosophy,2026-03-07 14:48:38.644481
2871,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,1,Philosophy,2026-03-07 14:48:38.644758
2872,Critique of Pure Reason,20.75,1,1,Philosophy,2026-03-07 14:48:38.645042
2873,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,1,Philosophy,2026-03-07 14:48:38.645392
2874,The Nicomachean Ethics,36.34,1,1,Philosophy,2026-03-07 14:48:38.645659
2875,Meditations,25.89,2,1,Philosophy,2026-03-07 14:48:38.645919
2876,Beyond Good and Evil,43.38,1,1,Philosophy,2026-03-07 14:48:38.646177
2877,The Book of Basketball: The NBA According to The Sports Guy,44.84,5,1,Sports_And_Games,2026-03-07 15:00:12.560716
2878,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,1,Sports_And_Games,2026-03-07 15:00:12.564942
2879,Sugar Rush (Offensive Line #2),24.42,1,1,Sports_And_Games,2026-03-07 15:00:12.565841
2880,Settling the Score (The Summer Games #1),44.91,2,1,Sports_And_Games,2026-03-07 15:00:12.566726
2881,Icing (Aces Hockey #2),40.44,4,1,Sports_And_Games,2026-03-07 15:00:12.567718
2882,It's Only the Himalayas,45.17,2,1,Travel,2026-03-07 15:00:13.214882
2883,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,1,Travel,2026-03-07 15:00:13.217895
2884,See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,1,Travel,2026-03-07 15:00:13.218193
2885,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,1,Travel,2026-03-07 15:00:13.218468
2886,Under the Tuscan Sun,37.33,3,1,Travel,2026-03-07 15:00:13.218728
2887,A Summer In Europe,44.34,2,1,Travel,2026-03-07 15:00:13.218991
2888,The Great Railway Bazaar,30.54,1,1,Travel,2026-03-07 15:00:13.219261
2889,A Year in Provence (Provence #1),56.88,4,1,Travel,2026-03-07 15:00:13.219723
2890,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,1,Travel,2026-03-07 15:00:13.220227
2891,Neither Here nor There: Travels in Europe,38.95,3,1,Travel,2026-03-07 15:00:13.220583
2892,"1,000 Places to See Before You Die",26.08,5,1,Travel,2026-03-07 15:00:13.220885
2893,Sharp Objects,47.82,4,1,Mystery,2026-03-07 15:00:13.847900
2894,"In a Dark, Dark Wood",19.63,1,1,Mystery,2026-03-07 15:00:13.850177
2895,The Past Never Ends,56.5,4,1,Mystery,2026-03-07 15:00:13.850534
2896,A Murder in Time,16.64,1,1,Mystery,2026-03-07 15:00:13.850813
2897,The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,1,Mystery,2026-03-07 15:00:13.851081
2898,The Last Mile (Amos Decker #2),54.21,2,1,Mystery,2026-03-07 15:00:13.851358
2899,That Darkness (Gardiner and Renner #1),13.92,1,1,Mystery,2026-03-07 15:00:13.851622
2900,Tastes Like Fear (DI Marnie Rome #3),10.69,1,1,Mystery,2026-03-07 15:00:13.851879
2901,A Time of Torment (Charlie Parker #14),48.35,5,1,Mystery,2026-03-07 15:00:13.852136
2902,A Study in Scarlet (Sherlock Holmes #1),16.73,2,1,Mystery,2026-03-07 15:00:13.852394
2903,Poisonous (Max Revere Novels #3),26.8,3,1,Mystery,2026-03-07 15:00:13.852651
2904,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,1,Mystery,2026-03-07 15:00:13.852907
2905,Most Wanted,35.28,3,1,Mystery,2026-03-07 15:00:13.853161
2906,Hide Away (Eve Duncan #20),11.84,1,1,Mystery,2026-03-07 15:00:13.853422
2907,Boar Island (Anna Pigeon #19),59.48,3,1,Mystery,2026-03-07 15:00:13.853678
2908,The Widow,27.26,2,1,Mystery,2026-03-07 15:00:13.853933
2909,Playing with Fire,13.71,3,1,Mystery,2026-03-07 15:00:13.854187
2910,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,1,Mystery,2026-03-07 15:00:13.854441
2911,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,1,Mystery,2026-03-07 15:00:13.854696
2912,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,1,Mystery,2026-03-07 15:00:13.854952
2913,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,1,Mystery,2026-03-07 15:00:14.470272
2914,In the Woods (Dublin Murder Squad #1),38.38,2,1,Mystery,2026-03-07 15:00:14.473064
2915,The Silkworm (Cormoran Strike #2),23.05,5,1,Mystery,2026-03-07 15:00:14.473388
2916,The Exiled,43.45,3,1,Mystery,2026-03-07 15:00:14.473674
2917,The Cuckoo's Calling (Cormoran Strike #1),19.21,1,1,Mystery,2026-03-07 15:00:14.474066
2918,Extreme Prey (Lucas Davenport #26),25.4,3,1,Mystery,2026-03-07 15:00:14.474367
2919,Career of Evil (Cormoran Strike #3),24.72,2,1,Mystery,2026-03-07 15:00:14.474650
2920,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,1,Mystery,2026-03-07 15:00:14.474950
2921,The Girl You Lost,12.29,5,1,Mystery,2026-03-07 15:00:14.475233
2922,The Girl In The Ice (DCI Erika Foster #1),15.85,3,1,Mystery,2026-03-07 15:00:14.475512
2923,Blood Defense (Samantha Brinkman #1),20.3,3,1,Mystery,2026-03-07 15:00:14.475794
2924,1st to Die (Women's Murder Club #1),53.98,1,1,Mystery,2026-03-07 15:00:14.476074
2925,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,1,Science_Fiction,2026-03-07 15:00:15.110502
2926,Join,35.67,5,1,Science_Fiction,2026-03-07 15:00:15.113568
2927,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,1,Science_Fiction,2026-03-07 15:00:15.113897
2928,The Project,10.65,1,1,Science_Fiction,2026-03-07 15:00:15.114191
2929,Soft Apocalypse,26.12,2,1,Science_Fiction,2026-03-07 15:00:15.114449
